model,task_id,passed,fail_reason,gen_tps,eval_count,total_ms,error
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/75,0,AssertionError,17.067906160300016,194,12838.873863220215,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/76,1,,18.148847775026884,192,12460.593938827515,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/77,1,,17.98034692241793,161,10565.993309020996,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/78,1,,17.794715784588902,358,22899.682998657227,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/79,1,,17.787065049753664,181,12065.570592880249,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/80,0,AssertionError: xyy,18.73243169314574,176,11076.38669013977,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/81,0,SyntaxError: invalid syntax,17.960526761202416,512,31186.121702194214,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/82,1,,17.483213929226203,140,9568.018913269043,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/83,0,AssertionError,17.930426017097275,73,5365.044355392456,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/84,1,,19.155597747489736,163,10366.066455841064,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/85,1,,19.20821013781891,84,5752.716541290283,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/86,0,"TypeError: sequence item 0: expected str instance, list found",17.70759022853069,143,9933.41588973999,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/87,0,AssertionError,18.065084040178622,308,19544.81554031372,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/88,1,,17.931665578453654,250,16156.521320343018,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/89,0,AssertionError: This prints if this assert fails 1 (good for debugging!),17.810101173309267,194,12539.949178695679,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/90,0,AssertionError,18.23524281962504,147,9742.605686187744,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/91,0,AssertionError: Test 2,18.17911695879672,145,9535.514831542969,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/92,1,,17.93774792715325,173,11496.056079864502,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/93,0,AssertionError: This prints if this assert fails 1 (good for debugging!),16.951035482029035,251,16439.130544662476,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/94,1,,17.35166453459852,410,26429.632663726807,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/95,1,,17.70602841978525,231,15092.118263244629,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/96,1,,18.071825090462504,236,14946.579217910767,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/97,1,,18.781938019350726,148,9605.296850204468,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/98,0,AssertionError,18.96963958075923,97,6601.431131362915,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/99,1,,18.241407583954754,275,17134.70411300659,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/100,0,AssertionError: Test 4,18.321634665837365,191,12284.178256988525,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/101,0,AssertionError,17.775657104342518,121,8536.231994628906,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/102,0,AssertionError,18.250789013394133,178,11369.688510894775,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/103,0,AssertionError,17.615609245834,194,12792.264938354492,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/104,1,,18.492588378944912,142,9391.002893447876,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/105,0,AssertionError: Error,17.74731085461222,363,23005.510568618774,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/106,1,,18.171937420289552,180,11633.640050888062,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/107,1,,17.92634401363747,288,18264.69874382019,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/108,0,AssertionError,17.983668715196597,153,10246.461629867554,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/109,1,,17.231547062119972,349,22949.344873428345,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/110,0,AssertionError,18.083257079815674,246,15864.044189453125,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/111,1,,18.253679002045953,237,14488.739252090454,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/112,1,,18.744499382026586,189,12153.013229370117,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/113,0,AssertionError: Test 1,18.029607838383516,235,15083.797931671143,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/114,1,,18.612296737695793,151,9535.256147384644,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/115,0,AssertionError: Error,17.658555972843054,351,22648.457527160645,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/116,1,,18.258000306112855,188,12378.108978271484,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/117,1,,18.084374971993224,226,14547.963857650757,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/118,0,AssertionError,17.75816526152986,202,13257.466077804565,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/119,0,AssertionError,18.048083375582255,231,14783.653497695923,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/120,0,AssertionError,17.918826152565895,229,15013.144731521606,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/121,0,AssertionError,18.579663544814007,132,8737.231969833374,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/122,1,,17.860582985154938,159,10768.460035324097,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/123,1,,18.011291442344216,330,20715.74640274048,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/124,1,,18.124870414875204,412,25537.81270980835,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/125,0,AssertionError,17.595552123164683,202,13380.40566444397,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/126,0,AssertionError: This prints if this assert fails 7 (good for debugging!),17.854591120482116,295,18929.54158782959,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/127,0,AssertionError,18.183173291436106,364,22431.92481994629,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/128,1,,18.26138392177776,207,13171.640396118164,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/129,0,AssertionError,17.294752268806914,402,26628.69095802307,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/130,0,IndexError: list index out of range,18.102401645113442,353,21878.05461883545,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/131,1,,18.124386753550716,139,9154.956817626953,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/132,0,AssertionError,18.423334618173694,205,12975.514650344849,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/133,1,,18.00409017510896,183,11699.87416267395,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/134,0,AssertionError,18.405250424552808,183,11786.596298217773,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/135,0,AssertionError,19.167742308304472,135,8702.958345413208,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/136,1,,17.711237568759913,201,13241.772651672363,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/137,0,AssertionError,18.46493309709354,199,12649.876117706299,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/138,1,,18.331271963829163,102,7030.320167541504,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/139,1,,18.01559341526384,147,9747.35713005066,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/140,0,AssertionError: This prints if this assert fails 4 (good for debugging!),18.70430538195189,225,13624.773025512695,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/141,0,AssertionError,17.766673431669243,338,21288.36941719055,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/142,0,AssertionError,18.307016738198488,236,14989.429235458374,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/143,1,,18.03060195372668,260,16316.159725189209,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/144,0,AssertionError: test2,17.66493626326548,333,20731.009244918823,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/145,0,SyntaxError: '(' was never closed,18.101062197605327,146,9746.114492416382,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/146,1,,17.953620900771245,198,12792.102575302124,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/147,1,,17.783632791879604,256,16429.022550582886,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/148,1,,17.714632946881657,314,19953.321933746338,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/149,1,,18.138244050003117,257,16223.426342010498,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/150,1,,17.731322485472486,153,10193.023920059204,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/151,1,,19.130781552779492,168,10650.548934936523,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/152,1,,18.28152482423831,247,15889.267444610596,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/153,1,,17.624684351929275,334,21551.466941833496,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/154,1,,17.865631569870303,176,11730.143785476685,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/155,1,,19.03254595095967,128,8202.009201049805,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/156,1,,17.938992753881596,247,15394.436359405518,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/157,1,,18.219809747642383,165,10688.785076141357,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/158,1,,18.17486722629149,173,11218.975305557251,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/159,1,,17.770666129887484,327,21189.196825027466,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/160,0,AssertionError,18.070273725717417,311,19467.6775932312,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/161,1,,17.965171849207454,182,11790.488243103027,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/162,1,,17.73973735661816,108,7676.94878578186,
qwen2.5-coder:1.5b-instruct-q8_0,HumanEval/163,0,AssertionError: Test 1,19.222305297932476,145,9163.283109664917,
